L3_options_20190815
UnderlyingSymbol,UnderlyingPrice,Flags,OptionSymbol,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
AABA,69.9,*,AABA190913P00064000,put,09/13/2019,08/15/2019,64,0,0,0.62,0,0,0,0.212,0,0.3485,-0.0603,0.0289,-3.0791,2.3275,AABA190913P00064000
AABA,69.9,*,AABA190913C00064500,call,09/13/2019,08/15/2019,64.5,0,4.85,6.25,0,0,0,0.2094,0,0.3513,0.9248,0.0348,-5.0823,2.7636,AABA190913C00064500
AABA,69.9,*,AABA190913P00064500,put,09/13/2019,08/15/2019,64.5,0,0,0.62,0,0,0,0.212,0,0.3288,-0.0777,0.0352,-3.738,2.8312,AABA190913P00064500
AABA,69.9,*,AABA190913C00065000,call,09/13/2019,08/15/2019,65,0,4.35,5.8,0,0,0,0.2094,0,0.3398,0.9041,0.0417,-5.8016,3.3137,AABA190913C00065000
AABA,69.9,*,AABA190913P00065000,put,09/13/2019,08/15/2019,65,0,0,0.62,0,0,0,0.212,0,0.3089,-0.0985,0.042,-4.453,3.3801,AABA190913P00065000
AABA,69.9,*,AABA190913C00065500,call,09/13/2019,08/15/2019,65.5,0,3.8,5.3,0,0,0,0.2094,0,0.3186,0.8798,0.0491,-6.5631,3.8998,AABA190913C00065500
AABA,69.9,*,AABA190913P00065500,put,09/13/2019,08/15/2019,65.5,0,0,0.62,0,0,0,0.212,0,0.2889,-0.1229,0.0493,-5.2077,3.9625,AABA190913P00065500
AABA,69.9,*,AABA190913C00066000,call,09/13/2019,08/15/2019,66,0,3.35,4.85,0,0,0,0.2094,0,0.3064,0.8517,0.0567,-7.3457,4.5062,AABA190913C00066000
AABA,69.9,*,AABA190913P00066000,put,09/13/2019,08/15/2019,66,0,0,0.62,0,0,0,0.1907,0,0.2686,-0.127,0.056,-4.7699,4.0537,AABA190913P00066000
AABA,69.9,*,AABA190913C00066500,call,09/13/2019,08/15/2019,66.5,0,2.78,4.35,0,0,0,0.2094,0,0.2842,0.8198,0.0644,-8.1245,5.1147,AABA190913C00066500
AABA,69.9,*,AABA190913P00066500,put,09/13/2019,08/15/2019,66.5,0,0,0.62,0,0,0,0.1713,0,0.248,-0.1344,0.0649,-4.4294,4.2147,AABA190913P00066500
AABA,69.9,*,AABA190913C00067000,call,09/13/2019,08/15/2019,67,0,2.31,3.85,0,0,0,0.2094,0,0.2616,0.7841,0.0718,-8.872,5.7047,AABA190913C00067000
AABA,69.9,*,AABA190913P00067000,put,09/13/2019,08/15/2019,67,0,0,0.64,0,0,0,0.1539,0,0.2304,-0.1466,0.0766,-4.1917,4.4712,AABA190913P00067000
AABA,69.9,*,AABA190913C00067500,call,09/13/2019,08/15/2019,67.5,0,1.69,3.35,0,0,0,0.2094,0,0.2386,0.7449,0.0788,-9.5595,6.2547,AABA190913C00067500
AABA,69.9,*,AABA190913P00067500,put,09/13/2019,08/15/2019,67.5,0,0,0.68,0,0,0,0.1384,0,0.2152,-0.1656,0.0923,-4.0488,4.8463,AABA190913P00067500
AABA,69.9,*,AABA190913C00068000,call,09/13/2019,08/15/2019,68,0,1.4,2.96,0,0,0,0.2094,0,0.2311,0.7027,0.0849,-10.1596,6.7439,AABA190913C00068000
AABA,69.9,*,AABA190913P00068000,put,09/13/2019,08/15/2019,68,0,0,0.72,0,0,0,0.125,0,0.1988,-0.1949,0.1132,-4.0031,5.3682,AABA190913P00068000
AABA,69.9,*,AABA190913C00068500,call,09/13/2019,08/15/2019,68.5,0,0.64,2.48,0,0,0,0.2094,0,0.209,0.6578,0.0901,-10.6473,7.1533,AABA190913C00068500
AABA,69.9,*,AABA190913P00068500,put,09/13/2019,08/15/2019,68.5,0,0,0.79,0,0,0,0.1136,0,0.1853,-0.2384,0.14,-4.0241,6.0325,AABA190913P00068500
AABA,69.9,*,AABA190913C00069000,call,09/13/2019,08/15/2019,69,0,0.08,2.08,0,0,0,0.2094,0,0.1963,0.611,0.094,-11.0021,7.4669,AABA190913C00069000
AABA,69.9,*,AABA190913P00069000,put,09/13/2019,08/15/2019,69,0,0,0.9,0,0,0,0.1041,0,0.1751,-0.3006,0.1716,-4.0526,6.7771,AABA190913P00069000
AABA,69.9,*,AABA190913C00069500,call,09/13/2019,08/15/2019,69.5,0,0.26,1.79,0,0,0,0.2094,0,0.1956,0.5628,0.0966,-11.2092,7.6729,AABA190913C00069500
AABA,69.9,*,AABA190913P00069500,put,09/13/2019,08/15/2019,69.5,0.23,0,0.45,1,2,3,0.0966,0,0.0879,-0.3848,0.2032,-4.0016,7.4431,AABA190913P00069500
AABA,69.9,*,AABA190913C00070000,call,09/13/2019,08/15/2019,70,0.67,0.03,1.53,0,10,10,0.2094,0.0022,0.1954,0.5141,0.0978,-11.2605,7.7646,AABA190913C00070000
AABA,69.9,*,AABA190913P00070000,put,09/13/2019,08/15/2019,70,0.4,0,0.85,0,10,10,0.0912,0,0.111,-0.4894,0.2245,-3.7607,7.7667,AABA190913P00070000
AABA,69.9,*,AABA190913C00070500,call,09/13/2019,08/15/2019,70.5,0.39,0,1.13,0,12,12,0.2094,0,0.1737,0.4654,0.0975,-11.1549,7.7402,AABA190913C00070500
AABA,69.9,*,AABA190913P00070500,put,09/13/2019,08/15/2019,70.5,1.56,0,1.22,0,0,0,0.0877,0,0.1237,-0.6043,0.2255,-3.2459,7.5021,AABA190913P00070500
AABA,69.9,*,AABA190913C00071000,call,09/13/2019,08/15/2019,71,0,0,0.74,0,0,0,0.2094,0,0.1491,0.4177,0.0957,-10.8983,7.6033,AABA190913C00071000
AABA,69.9,*,AABA190913P00071000,put,09/13/2019,08/15/2019,71,0,0.44,1.73,0,0,0,0.0862,0,0.1508,-0.7136,0.2027,-2.5048,6.6274,AABA190913P00071000
AABA,69.9,*,AABA190913C00071500,call,09/13/2019,08/15/2019,71.5,0.71,0,0.63,0,2,2,0.2094,0,0.1573,0.3714,0.0927,-10.5029,7.3621,AABA190913C00071500
AABA,69.9,*,AABA190913P00071500,put,09/13/2019,08/15/2019,71.5,0,0.89,2.23,0,0,0,0.0867,0,0.1745,-0.8026,0.1645,-1.694,5.4091,AABA190913P00071500
AABA,69.9,*,AABA190913C00072000,call,09/13/2019,08/15/2019,72,0.3,0,0.62,0,5,5,0.2094,0,0.1767,0.3272,0.0885,-9.9861,7.0288,AABA190913C00072000
AABA,69.9,*,AABA190913P00072000,put,09/13/2019,08/15/2019,72,2.08,1.39,2.73,1,0,0,0.0892,0,0.1966,-0.8658,0.1245,-0.9811,4.2106,AABA190913P00072000
AABA,69.9,*,AABA190913C00072500,call,09/13/2019,08/15/2019,72.5,0,0,0.62,0,0,0,0.2094,0,0.1967,0.2856,0.0833,-9.3694,6.6186,AABA190913C00072500
AABA,69.9,*,AABA190913P00072500,put,09/13/2019,08/15/2019,72.5,0,1.9,3.25,0,0,0,0.0936,0,0.2205,-0.9064,0.0917,-0.4487,3.2553,AABA190913P00072500
AABA,69.9,*,AABA190913C00073000,call,09/13/2019,08/15/2019,73,0,0,0.62,0,0,0,0.2094,0,0.2162,0.247,0.0774,-8.6763,6.1486,AABA190913C00073000
AABA,69.9,*,AABA190913P00073000,put,09/13/2019,08/15/2019,73,0,2.4,3.7,0,0,0,0.1001,0,0.2329,-0.9303,0.0686,-0.1171,2.6061,AABA190913P00073000
AABA,69.9,*,AABA190913C00073500,call,09/13/2019,08/15/2019,73.5,0,0,0.62,0,0,0,0.2094,0,0.235,0.2115,0.071,-7.9318,5.637,AABA190913C00073500
AABA,69.9,*,AABA190913P00073500,put,09/13/2019,08/15/2019,73.5,0,2.95,4.25,0,0,0,0.1085,0,0.26,-0.9438,0.0536,0.0552,2.2048,AABA190913P00073500
AABA,69.9,*,AABA190913C00074000,call,09/13/2019,08/15/2019,74,0,0,0.62,0,0,0,0.2094,0,0.2519,0.1795,0.0642,-7.16,5.1014,AABA190913C00074000
AABA,69.9,*,AABA190913P00074000,put,09/13/2019,08/15/2019,74,4.15,3.4,4.75,0,0,0,0.1085,0,0.2787,-0.965,0.0366,0.5885,1.5061,AABA190913P00074000
AABA,69.9,*,AABA190913C00074500,call,09/13/2019,08/15/2019,74.5,0,0,0.62,0,0,0,0.2094,0,0.2691,0.1509,0.0574,-6.3834,4.5584,AABA190913C00074500
AABA,69.9,*,AABA190913P00074500,put,09/13/2019,08/15/2019,74.5,0,3.9,5.25,0,0,0,0.1085,0,0.2968,-0.979,0.0238,0.989,0.9814,AABA190913P00074500
AABA,69.9,*,AABA190913C00075000,call,09/13/2019,08/15/2019,75,0,0,0.62,0,0,0,0.2094,0,0.2859,0.1256,0.0507,-5.622,4.0229,AABA190913C00075000
AABA,69.9,*,AABA190913P00075000,put,09/13/2019,08/15/2019,75,0,4.4,5.7,0,0,0,0.1085,0,0.3059,-0.9879,0.0148,1.2738,0.6105,AABA190913P00075000
AABA,69.9,*,AABA190913C00075500,call,09/13/2019,08/15/2019,75.5,0,0,0.62,0,0,0,0.2094,0,0.3022,0.1036,0.0442,-4.8924,3.5073,AABA190913C00075500
AABA,69.9,*,AABA190913P00075500,put,09/13/2019,08/15/2019,75.5,0,4.95,6.2,0,0,0,0.1085,0,0.3228,-0.9933,0.0088,1.4668,0.363,AABA190913P00075500
AABA,69.9,*,AABA190913C00076000,call,09/13/2019,08/15/2019,76,0,0,0.62,0,0,0,0.2094,0,0.3181,0.0847,0.038,-4.2077,3.0215,AABA190913C00076000
AABA,69.9,*,AABA190913P00076000,put,09/13/2019,08/15/2019,76,0,5.4,6.7,0,0,0,0.1085,0,0.3394,-0.9965,0.005,1.5926,0.2065,AABA190913P00076000
AABA,69.9,*,AABA190913C00076500,call,09/13/2019,08/15/2019,76.5,0,0,0.62,0,0,0,0.2094,0,0.3337,0.0685,0.0324,-3.5773,2.5727,AABA190913C00076500
AABA,69.9,*,AABA190913P00076500,put,09/13/2019,08/15/2019,76.5,0,5.9,7.2,0,0,0,0.1085,0,0.3557,-0.9982,0.0027,1.6726,0.1124,AABA190913P00076500
AABA,69.9,*,AABA190913C00077000,call,09/13/2019,08/15/2019,77,0,0,0.62,0,0,0,0.2094,0,0.349,0.055,0.0273,-3.0071,2.1656,AABA190913C00077000
AABA,69.9,*,AABA190913P00077000,put,09/13/2019,08/15/2019,77,0,6.4,7.7,0,0,0,0.1085,0,0.3715,-0.9991,0.0014,1.7231,0.0587,AABA190913P00077000
AABA,69.9,*,AABA190913C00077500,call,09/13/2019,08/15/2019,77.5,0,0,0.62,0,0,0,0.2094,0,0.3639,0.0437,0.0227,-2.4998,1.8026,AABA190913C00077500
AABA,69.9,*,AABA190913P00077500,put,09/13/2019,08/15/2019,77.5,0,6.95,8.2,0,0,0,0.1085,0,0.387,-0.9996,0.0007,1.7557,0.0294,AABA190913P00077500
AABA,69.9,*,AABA190920C00030000,call,09/20/2019,08/15/2019,30,0,39.2,40.75,0,0,0,0.0729,0,1.8433,1,0,-0.6875,0,AABA190920C00030000
AABA,69.9,*,AABA190920P00030000,put,09/20/2019,08/15/2019,30,0,0,0.62,0,0,0,0.0817,0,1.7487,0,0,0,0,AABA190920P00030000
AABA,69.9,*,AABA190920C00032500,call,09/20/2019,08/15/2019,32.5,0,36.7,38.25,0,0,0,0.0729,0,1.6877,1,0,-0.7448,0,AABA190920C00032500
AABA,69.9,*,AABA190920P00032500,put,09/20/2019,08/15/2019,32.5,0,0,0.62,0,0,0,0.0817,0,1.6026,0,0,0,0,AABA190920P00032500
AABA,69.9,*,AABA190920C00035000,call,09/20/2019,08/15/2019,35,0,34.25,35.75,0,0,0,0.0729,0,1.5441,1,0,-0.8021,0,AABA190920C00035000
AABA,69.9,*,AABA190920P00035000,put,09/20/2019,08/15/2019,35,0,0,0.62,0,0,0,0.0817,0,1.4675,0,0,0,0,AABA190920P00035000
AABA,69.9,*,AABA190920C00037500,call,09/20/2019,08/15/2019,37.5,0,31.75,33.3,0,0,0,0.0729,0,1.4322,1,0,-0.8594,0,AABA190920C00037500
AABA,69.9,*,AABA190920P00037500,put,09/20/2019,08/15/2019,37.5,0,0,0.62,0,0,0,0.0817,0,1.3417,0,0,0,0,AABA190920P00037500
AABA,69.9,*,AABA190920C00040000,call,09/20/2019,08/15/2019,40,0,29.25,30.8,0,0,0,0.0729,0,1.3058,1,0,-0.9167,0,AABA190920C00040000
AABA,69.9,*,AABA190920P00040000,put,09/20/2019,08/15/2019,40,0,0,0.62,0,0,0,0.0817,0,1.2237,0,0,0,0,AABA190920P00040000
AABA,69.9,*,AABA190920C00042500,call,09/20/2019,08/15/2019,42.5,0,26.75,28.3,0,0,0,0.0729,0,1.1867,1,0,-0.974,0,AABA190920C00042500
AABA,69.9,*,AABA190920P00042500,put,09/20/2019,08/15/2019,42.5,0,0,0.62,0,0,0,0.0817,0,1.1125,0,0,0,0,AABA190920P00042500
AABA,69.9,*,AABA190920C00045000,call,09/20/2019,08/15/2019,45,25.7,24.3,25.8,0,35,35,0.0729,0,1.0738,1,0,-1.0313,0,AABA190920C00045000
AABA,69.9,*,AABA190920P00045000,put,09/20/2019,08/15/2019,45,0,0,0.62,0,0,0,0.0817,0,1.0069,0,0,0,0,AABA190920P00045000
AABA,69.9,*,AABA190920C00047500,call,09/20/2019,08/15/2019,47.5,0,21.75,23.3,0,0,0,0.0729,0,0.9669,1,0,-1.0886,0,AABA190920C00047500
AABA,69.9,*,AABA190920P00047500,put,09/20/2019,08/15/2019,47.5,0,0,0.62,0,0,0,0.0817,0,0.9063,0,0,0,0,AABA190920P00047500
AABA,69.9,*,AABA190920C00050000,call,09/20/2019,08/15/2019,50,21.05,19.25,20.8,0,60,60,0.0729,0,0.8636,1,0,-1.1459,0,AABA190920C00050000
AABA,69.9,*,AABA190920P00050000,put,09/20/2019,08/15/2019,50,0,0,0.62,0,0,0,0.0817,0,0.8098,0,0,0,0,AABA190920P00050000
AABA,69.9,*,AABA190920C00052500,call,09/20/2019,08/15/2019,52.5,0,16.8,18.35,0,0,0,0.0729,0,0.7785,1,0,-1.2032,0,AABA190920C00052500
AABA,69.9,*,AABA190920P00052500,put,09/20/2019,08/15/2019,52.5,1.36,0,0.62,0,1,1,0.0817,0,0.7168,0,0,0,0,AABA190920P00052500
AABA,69.9,*,AABA190920C00055000,call,09/20/2019,08/15/2019,55,0,14.35,15.75,0,0,0,0.0729,0,0.656,1,0,-1.2605,0,AABA190920C00055000
AABA,69.9,*,AABA190920P00055000,put,09/20/2019,08/15/2019,55,0.01,0,0.04,0,1032,1032,0.0817,0,0.3628,0,0,0,0,AABA190920P00055000
AABA,69.9,*,AABA190920C00057500,call,09/20/2019,08/15/2019,57.5,12.62,11.8,13.35,0,2,2,0.0729,0,0.5873,1,0,-1.3178,0,AABA190920C00057500
AABA,69.9,*,AABA190920P00057500,put,09/20/2019,08/15/2019,57.5,0,0,0.05,0,1586,1586,0.0817,0,0.3145,0,0,0,0,AABA190920P00057500
AABA,69.9,*,AABA190920C00060000,call,09/20/2019,08/15/2019,60,10.2,9.3,10.85,0,76,76,0.0729,0,0.4946,1,0,-1.3751,0,AABA190920C00060000
AABA,69.9,*,AABA190920P00060000,put,09/20/2019,08/15/2019,60,1.02,0,0.62,0,186,186,0.0817,0,0.4518,0,0,0,0,AABA190920P00060000
AABA,69.9,*,AABA190920C00062500,call,09/20/2019,08/15/2019,62.5,7.59,6.8,8.35,0,101,101,0.0729,0,0.4023,1,0,-1.4324,0,AABA190920C00062500
AABA,69.9,*,AABA190920P00062500,put,09/20/2019,08/15/2019,62.5,0.2,0,0.62,0,211,211,0.0817,0,0.3654,0,0,-0.0001,0.0003,AABA190920P00062500
AABA,69.9,*,AABA190920C00065000,call,09/20/2019,08/15/2019,65,5,4.7,5.75,20,1600,1580,0.0729,0,0.2923,0.9995,0.001,-1.5024,0.0358,AABA190920C00065000
AABA,69.9,*,AABA190920P00065000,put,09/20/2019,08/15/2019,65,0.24,0,0.2,0,501,501,0.0817,0,0.1915,-0.0015,0.0028,-0.0434,0.1088,AABA190920P00065000
AABA,69.9,*,AABA190920C00067500,call,09/20/2019,08/15/2019,67.5,2.49,1.73,3.1,0,281,281,0.0729,0,0.1757,0.9505,0.0645,-2.3045,2.225,AABA190920C00067500
AABA,69.9,*,AABA190920P00067500,put,09/20/2019,08/15/2019,67.5,0.01,0.01,0.14,32,1326,1328,0.0817,0.059,0.1044,-0.0702,0.0757,-1.1204,2.9251,AABA190920P00067500
AABA,69.9,*,AABA190920C00070000,call,09/20/2019,08/15/2019,70,0.32,0.32,0.94,20,1498,1518,0.0694,0.0336,0.1051,0.519,0.264,-3.9253,8.6665,AABA190920C00070000
AABA,69.9,*,AABA190920P00070000,put,09/20/2019,08/15/2019,70,0.29,0,0.7,0,1780,1780,0.1807,0,0.0839,-0.4832,0.1014,-7.2795,8.6685,AABA190920P00070000
AABA,69.9,*,AABA190920C00072500,call,09/20/2019,08/15/2019,72.5,0.05,0.04,0.05,14,10610,10624,0.0729,0.0712,0.0746,0.0667,0.0816,-1.1654,2.8135,AABA190920C00072500
AABA,69.9,*,AABA190920P00072500,put,09/20/2019,08/15/2019,72.5,2.11,1.89,3.2,0,50,50,0.1709,0,0.1939,-0.7319,0.0887,-5.081,7.1661,AABA190920P00072500
AABA,69.9,*,AABA190920C00075000,call,09/20/2019,08/15/2019,75,0.26,0,0.1,0,817,817,0.0729,0,0.1474,0.0014,0.0028,-0.039,0.0977,AABA190920C00075000
AABA,69.9,*,AABA190920P00075000,put,09/20/2019,08/15/2019,75,8.25,4.45,5.65,0,0,0,0.1704,0,0.2703,-0.8961,0.0487,-1.897,3.9235,AABA190920P00075000
AABA,69.9,*,AABA190920C00077500,call,09/20/2019,08/15/2019,77.5,0.15,0,0.1,0,20,20,0.0729,0,0.1999,0,0,-0.0002,0.0005,AABA190920C00077500
AABA,69.9,*,AABA190920P00077500,put,09/20/2019,08/15/2019,77.5,0,6.95,8.1,0,0,0,0.1704,0,0.3342,-0.9698,0.0184,0.4202,1.4867,AABA190920P00077500
AABA,69.9,*,AABA190920C00080000,call,09/20/2019,08/15/2019,80,0.1,0,0.1,0,69,69,0.0729,0,0.2482,0,0,0,0,AABA190920C00080000
AABA,69.9,*,AABA190920P00080000,put,09/20/2019,08/15/2019,80,0,9.4,10.75,0,0,0,0.1704,0,0.4271,-0.9934,0.005,1.4679,0.4035,AABA190920P00080000
AABA,69.9,*,AABA190920C00085000,call,09/20/2019,08/15/2019,85,0,0,0.1,0,0,0,0.0729,0,0.336,0,0,0,0,AABA190920C00085000
AABA,69.9,*,AABA190920P00085000,put,09/20/2019,08/15/2019,85,0,14.4,15.7,0,0,0,0.1704,0,0.5377,-0.9999,0.0002,1.9369,0.0124,AABA190920P00085000
AABA,69.9,*,AABA190920C00090000,call,09/20/2019,08/15/2019,90,0,0,0.1,0,0,0,0.0729,0,0.4148,0,0,0,0,AABA190920C00090000
AABA,69.9,*,AABA190920P00090000,put,09/20/2019,08/15/2019,90,0,19.4,20.7,0,0,0,0.1704,0,0.6441,-1,0,2.0625,0.0001,AABA190920P00090000
AABA,69.9,*,AABA190920C00095000,call,09/20/2019,08/15/2019,95,0,0,0.1,0,0,0,0.0729,0,0.4867,0,0,0,0,AABA190920C00095000
AABA,69.9,*,AABA190920P00095000,put,09/20/2019,08/15/2019,95,0,24.4,25.7,0,0,0,0.1704,0,0.7406,-1,0,2.1772,0,AABA190920P00095000
AABA,69.9,*,AABA190920C00100000,call,09/20/2019,08/15/2019,100,0,0,0.1,0,0,0,0.0729,0,0.5529,0,0,0,0,AABA190920C00100000
AABA,69.9,*,AABA190920P00100000,put,09/20/2019,08/15/2019,100,0,29.4,30.7,0,0,0,0.1704,0,0.8294,-1,0,2.2918,0,AABA190920P00100000
AABA,69.9,*,AABA190927C00063000,call,09/27/2019,08/15/2019,63,0,6.35,7.9,0,0,0,0.1746,0,0.3552,0.9658,0.0182,-2.7454,1.8047,AABA190927C00063000
AABA,69.9,*,AABA190927P00063000,put,09/27/2019,08/15/2019,63,0,0,0.62,0,0,0,0.1923,0,0.3188,-0.0484,0.022,-1.9038,2.3929,AABA190927P00063000
AABA,69.9,*,AABA190927C00063500,call,09/27/2019,08/15/2019,63.5,0,5.8,7.4,0,0,0,0.1746,0,0.3381,0.9544,0.023,-3.0953,2.2793,AABA190927C00063500
AABA,69.9,*,AABA190927P00063500,put,09/27/2019,08/15/2019,63.5,0,0,0.62,0,0,0,0.1923,0,0.303,-0.0618,0.0266,-2.3042,2.9027,AABA190927P00063500
AABA,69.9,*,AABA190927C00064000,call,09/27/2019,08/15/2019,64,0,5.35,6.9,0,0,0,0.1746,0,0.321,0.9403,0.0285,-3.4931,2.8236,AABA190927C00064000
AABA,69.9,*,AABA190927P00064000,put,09/27/2019,08/15/2019,64,0,0,0.62,0,0,0,0.1923,0,0.2869,-0.0778,0.0318,-2.7442,3.4655,AABA190927P00064000
AABA,69.9,*,AABA190927C00064500,call,09/27/2019,08/15/2019,64.5,0,4.85,6.4,0,0,0,0.1746,0,0.3037,0.9232,0.0347,-3.9344,3.4325,AABA190927C00064500
AABA,69.9,*,AABA190927P00064500,put,09/27/2019,08/15/2019,64.5,0,0,0.62,0,0,0,0.1923,0,0.2708,-0.0966,0.0374,-3.2171,4.0736,AABA190927P00064500
AABA,69.9,*,AABA190927C00065000,call,09/27/2019,08/15/2019,65,0,4.35,5.9,0,0,0,0.1746,0,0.2863,0.9026,0.0414,-4.4116,4.0965,AABA190927C00065000
AABA,69.9,*,AABA190927P00065000,put,09/27/2019,08/15/2019,65,0,0,0.62,0,0,0,0.1923,0,0.2547,-0.1184,0.0433,-3.7134,4.7162,AABA190927P00065000
AABA,69.9,*,AABA190927C00065500,call,09/27/2019,08/15/2019,65.5,0,3.85,5.4,0,0,0,0.1746,0,0.2695,0.8786,0.0485,-4.9138,4.8015,AABA190927C00065500
AABA,69.9,*,AABA190927P00065500,put,09/27/2019,08/15/2019,65.5,0,0,0.62,0,0,0,0.1748,0,0.2383,-0.1217,0.0485,-3.4224,4.8087,AABA190927P00065500
AABA,69.9,*,AABA190927C00066000,call,09/27/2019,08/15/2019,66,0,3.35,4.95,0,0,0,0.1746,0,0.2584,0.8508,0.0559,-5.4271,5.5297,AABA190927C00066000
AABA,69.9,*,AABA190927P00066000,put,09/27/2019,08/15/2019,66,0,0,0.63,0,0,0,0.1588,0,0.2232,-0.1276,0.0552,-3.1925,4.9709,AABA190927P00066000
AABA,69.9,*,AABA190927C00066500,call,09/27/2019,08/15/2019,66.5,0,2.8,4.45,0,0,0,0.1746,0,0.24,0.8194,0.0633,-5.9353,6.2594,AABA190927C00066500
AABA,69.9,*,AABA190927P00066500,put,09/27/2019,08/15/2019,66.5,0,0,0.66,0,0,0,0.1444,0,0.2106,-0.1373,0.0639,-3.0282,5.2276,AABA190927P00066500
AABA,69.9,*,AABA190927C00067000,call,09/27/2019,08/15/2019,67,0,2.25,4,0,0,0,0.1746,0,0.2278,0.7844,0.0704,-6.4206,6.9669,AABA190927C00067000
AABA,69.9,*,AABA190927P00067000,put,09/27/2019,08/15/2019,67,0,0,0.7,0,0,0,0.1316,0,0.1987,-0.1521,0.0751,-2.9287,5.603,AABA190927P00067000
AABA,69.9,*,AABA190927C00067500,call,09/27/2019,08/15/2019,67.5,0,1.78,3.55,0,0,0,0.1746,0,0.2148,0.746,0.0771,-6.8649,7.6276,AABA190927C00067500
AABA,69.9,*,AABA190927P00067500,put,09/27/2019,08/15/2019,67.5,0,0,0.75,0,0,0,0.1204,0,0.1872,-0.1742,0.0897,-2.8902,6.1194,AABA190927P00067500
AABA,69.9,*,AABA190927C00068000,call,09/27/2019,08/15/2019,68,0,1.42,3.1,0,0,0,0.1746,0,0.2018,0.7047,0.0831,-7.2505,8.2174,AABA190927C00068000
AABA,69.9,*,AABA190927P00068000,put,09/27/2019,08/15/2019,68,0,0,0.8,0,0,0,0.1107,0,0.1747,-0.206,0.1081,-2.899,6.7826,AABA190927P00068000
AABA,69.9,*,AABA190927C00068500,call,09/27/2019,08/15/2019,68.5,0,0.81,2.67,0,0,0,0.1746,0,0.1883,0.6608,0.0881,-7.5616,8.7141,AABA190927C00068500
AABA,69.9,*,AABA190927P00068500,put,09/27/2019,08/15/2019,68.5,0,0,0.84,0,0,0,0.1027,0,0.1598,-0.2508,0.1302,-2.9434,7.5769,AABA190927P00068500
AABA,69.9,*,AABA190927C00069000,call,09/27/2019,08/15/2019,69,0,0.01,2.29,0,0,0,0.1746,0,0.1798,0.615,0.092,-7.785,9.0993,AABA190927C00069000
AABA,69.9,*,AABA190927P00069000,put,09/27/2019,08/15/2019,69,0,0,0.94,0,0,0,0.0962,0,0.1503,-0.3109,0.1543,-2.9776,8.4091,AABA190927P00069000
AABA,69.9,*,AABA190927C00069500,call,09/27/2019,08/15/2019,69.5,0,0.01,2,0,0,0,0.1746,0,0.1789,0.5679,0.0946,-7.9113,9.359,AABA190927C00069500
AABA,69.9,*,AABA190927P00069500,put,09/27/2019,08/15/2019,69.5,0,0,1.26,0,0,0,0.0912,0,0.1624,-0.3874,0.1764,-2.9483,9.1161,AABA190927P00069500
AABA,69.9,*,AABA190927C00070000,call,09/27/2019,08/15/2019,70,0,0.05,1.67,0,0,0,0.1746,0,0.1714,0.5201,0.0959,-7.9353,9.4848,AABA190927C00070000
AABA,69.9,*,AABA190927P00070000,put,09/27/2019,08/15/2019,70,0,0.03,1.45,0,0,0,0.0824,0.0068,0.1573,-0.4769,0.203,-2.5853,9.4809,AABA190927P00070000
AABA,69.9,*,AABA190927C00070500,call,09/27/2019,08/15/2019,70.5,0,0,1.34,0,0,0,0.1746,0,0.1615,0.4724,0.0958,-7.8561,9.4742,AABA190927C00070500
AABA,69.9,*,AABA190927P00070500,put,09/27/2019,08/15/2019,70.5,0,0.01,1.34,0,0,0,0.0861,0,0.1178,-0.5738,0.1913,-2.5195,9.3341,AABA190927P00070500
AABA,69.9,*,AABA190927C00071000,call,09/27/2019,08/15/2019,71,0,0,0.9,0,0,0,0.1746,0,0.1371,0.4254,0.0943,-7.6773,9.3304,AABA190927C00071000
AABA,69.9,*,AABA190927P00071000,put,09/27/2019,08/15/2019,71,0,0.45,1.75,0,0,0,0.086,0,0.1299,-0.6655,0.1778,-2.1138,8.6675,AABA190927P00071000
AABA,69.9,*,AABA190927C00071500,call,09/27/2019,08/15/2019,71.5,0,0,0.69,0,0,0,0.1746,0,0.1327,0.3798,0.0916,-7.4066,9.0623,AABA190927C00071500
AABA,69.9,*,AABA190927P00071500,put,09/27/2019,08/15/2019,71.5,0,0.89,2.24,0,0,0,0.0874,0,0.1486,-0.7441,0.1546,-1.6513,7.6585,AABA190927P00071500
AABA,69.9,*,AABA190927C00072000,call,09/27/2019,08/15/2019,72,0,0,0.63,0,0,0,0.1746,0,0.1433,0.336,0.0878,-7.0548,8.6832,AABA190927C00072000
AABA,69.9,*,AABA190927P00072000,put,09/27/2019,08/15/2019,72,0,1.39,2.76,0,0,0,0.0903,0,0.1695,-0.8053,0.1282,-1.211,6.5582,AABA190927P00072000
AABA,69.9,*,AABA190927C00072500,call,09/27/2019,08/15/2019,72.5,0,0,0.62,0,0,0,0.1746,0,0.1586,0.2947,0.083,-6.6357,8.21,AABA190927C00072500
AABA,69.9,*,AABA190927P00072500,put,09/27/2019,08/15/2019,72.5,2.55,1.89,3.2,16,0,16,0.0949,0,0.1799,-0.8488,0.1037,-0.8604,5.5792,AABA190927P00072500
AABA,69.9,*,AABA190927C00073000,call,09/27/2019,08/15/2019,73,0,0,0.62,0,0,0,0.1746,0,0.1751,0.2562,0.0774,-6.1643,7.6622,AABA190927C00073000
