L3_options_20190815
UnderlyingSymbol,UnderlyingPrice,Flags,OptionSymbol,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
ABT,83.94,*,ABT190913P00088500,put,09/13/2019,08/15/2019,88.5,0,4.9,5.2,0,0,0,0.2234,0.2013,0.2456,-0.7866,0.0556,-8.4332,6.7969,ABT190913P00088500
ABT,83.94,*,ABT190913C00089000,call,09/13/2019,08/15/2019,89,0.73,0.48,0.51,0,7,7,0.219,0.2165,0.2214,0.1826,0.0517,-9.0096,6.1923,ABT190913C00089000
ABT,83.94,*,ABT190913P00089000,put,09/13/2019,08/15/2019,89,0,5.35,5.6,0,0,0,0.2263,0.2066,0.246,-0.8086,0.0514,-7.8886,6.3666,ABT190913P00089000
ABT,83.94,*,ABT190913C00089500,call,09/13/2019,08/15/2019,89.5,1,0.35,0.49,0,1,1,0.2191,0.2068,0.2314,0.1595,0.0474,-8.2522,5.6773,ABT190913C00089500
ABT,83.94,*,ABT190913P00089500,put,09/13/2019,08/15/2019,89.5,0,5.75,6,0,0,0,0.223,0.2012,0.2447,-0.8357,0.0474,-6.8621,5.782,ABT190913P00089500
ABT,83.94,*,ABT190913C00090000,call,09/13/2019,08/15/2019,90,0.47,0.27,0.38,0,7,7,0.2139,0.203,0.2248,0.1323,0.0428,-7.0967,5.006,ABT190913C00090000
ABT,83.94,*,ABT190913P00090000,put,09/13/2019,08/15/2019,90,0,6.2,6.5,0,0,0,0.2306,0.2032,0.2581,-0.8483,0.0435,-6.6744,5.4856,ABT190913P00090000
ABT,83.94,*,ABT190913C00090500,call,09/13/2019,08/15/2019,90.5,0.66,0.25,0.37,0,2,2,0.2227,0.2102,0.2351,0.1233,0.0391,-7.0256,4.7682,ABT190913C00090500
ABT,83.94,*,ABT190913P00090500,put,09/13/2019,08/15/2019,90.5,0,6.65,6.95,0,0,0,0.2331,0.2033,0.2628,-0.8649,0.0398,-6.1046,5.0715,ABT190913P00090500
ABT,83.94,*,ABT190913C00091000,call,09/13/2019,08/15/2019,91,0,0.13,0.3,0,0,0,0.2104,0.1881,0.2326,0.0928,0.0338,-5.4044,3.8842,ABT190913C00091000
ABT,83.94,*,ABT190913P00091000,put,09/13/2019,08/15/2019,91,0,7.1,7.4,0,0,0,0.234,0.2013,0.2666,-0.8815,0.0362,-5.4292,4.6279,ABT190913P00091000
ABT,83.94,*,ABT190913C00091500,call,09/13/2019,08/15/2019,91.5,0,0.16,0.24,0,0,0,0.2189,0.2075,0.2302,0.0869,0.0309,-5.3489,3.7004,ABT190913C00091500
ABT,83.94,*,ABT190913P00091500,put,09/13/2019,08/15/2019,91.5,0,7.5,7.85,0,0,0,0.2231,0.1769,0.2694,-0.9084,0.0314,-3.915,3.8361,ABT190913P00091500
ABT,83.94,*,ABT190913C00092000,call,09/13/2019,08/15/2019,92,0,0.12,0.22,0,0,0,0.2195,0.2043,0.2347,0.0742,0.0274,-4.7547,3.2835,ABT190913C00092000
ABT,83.94,*,ABT190913P00092000,put,09/13/2019,08/15/2019,92,0,7.95,8.35,0,0,0,0.2184,0.1555,0.2813,-0.9265,0.0272,-2.9324,3.2476,ABT190913P00092000
ABT,83.94,*,ABT190913C00092500,call,09/13/2019,08/15/2019,92.5,0,0.04,0.15,0,0,0,0.1996,0.1748,0.2243,0.0453,0.0204,-2.9328,2.2276,ABT190913C00092500
ABT,83.94,*,ABT190913P00092500,put,09/13/2019,08/15/2019,92.5,0,8.5,8.8,0,0,0,0.2184,0.1956,0.2826,-0.9381,0.0238,-2.3332,2.8422,ABT190913P00092500
ABT,83.94,*,ABT190913C00093000,call,09/13/2019,08/15/2019,93,0,0.07,0.13,0,0,0,0.1996,0.2019,0.227,0.0368,0.0172,-2.4752,1.8817,ABT190913C00093000
ABT,83.94,*,ABT190913P00093000,put,09/13/2019,08/15/2019,93,0,8.9,9.3,0,0,0,0.2184,0,0.2939,-0.9482,0.0207,-1.7824,2.4696,ABT190913P00093000
ABT,83.94,*,ABT190913C00093500,call,09/13/2019,08/15/2019,93.5,0,0.04,0.16,0,0,0,0.1996,0.1911,0.2469,0.0297,0.0144,-2.0717,1.5762,ABT190913C00093500
ABT,83.94,*,ABT190913P00093500,put,09/13/2019,08/15/2019,93.5,0,9.45,9.75,0,0,0,0.2184,0.1813,0.2936,-0.9568,0.0178,-1.2814,2.1309,ABT190913P00093500
ABT,83.94,*,ABT190913C00094000,call,09/13/2019,08/15/2019,94,0,0,0.15,0,0,0,0.1996,0,0.2529,0.0238,0.012,-1.7197,1.3094,ABT190913C00094000
ABT,83.94,*,ABT190913P00094000,put,09/13/2019,08/15/2019,94,0,9.95,10.25,0,0,0,0.2184,0.1899,0.3043,-0.9642,0.0153,-0.8297,1.8259,ABT190913P00094000
ABT,83.94,*,ABT190913C00094500,call,09/13/2019,08/15/2019,94.5,0,0,0.12,0,0,0,0.1996,0,0.2507,0.0189,0.0099,-1.416,1.0789,ABT190913C00094500
ABT,83.94,*,ABT190913P00094500,put,09/13/2019,08/15/2019,94.5,0,10.4,10.75,0,0,0,0.2184,0,0.3149,-0.9705,0.013,-0.4262,1.554,ABT190913P00094500
ABT,83.94,*,ABT190913C00095000,call,09/13/2019,08/15/2019,95,0,0,0.1,0,0,0,0.1996,0,0.251,0.0149,0.0081,-1.1567,0.882,ABT190913C00095000
ABT,83.94,*,ABT190913P00095000,put,09/13/2019,08/15/2019,95,0,10.9,11.25,0,0,0,0.2184,0,0.3255,-0.9758,0.011,-0.0687,1.3138,ABT190913P00095000
ABT,83.94,*,ABT190920C00040000,call,09/20/2019,08/15/2019,40,0,43.8,44.1,0,0,0,0.4015,0,1.0946,0.9997,0,-0.6209,0,ABT190920C00040000
ABT,83.94,*,ABT190920P00040000,put,09/20/2019,08/15/2019,40,0,0,0.02,0,0,0,0.5441,0,0.901,0,0,-0.0013,0.0005,ABT190920P00040000
ABT,83.94,*,ABT190920C00042500,call,09/20/2019,08/15/2019,42.5,0,41.3,41.6,0,0,0,0.4015,0,1.0042,0.9997,0,-0.6782,0,ABT190920C00042500
ABT,83.94,*,ABT190920P00042500,put,09/20/2019,08/15/2019,42.5,0.09,0,0.02,0,3,3,0.5441,0,0.8321,0,0,-0.0061,0.0022,ABT190920P00042500
ABT,83.94,*,ABT190920C00045000,call,09/20/2019,08/15/2019,45,0,38.8,39.15,0,0,0,0.4015,0,0.9816,0.9997,0,-0.7355,0,ABT190920C00045000
ABT,83.94,*,ABT190920P00045000,put,09/20/2019,08/15/2019,45,0,0,0.03,0,0,0,0.5441,0,0.8022,-0.0001,0,-0.0231,0.0083,ABT190920P00045000
ABT,83.94,*,ABT190920C00047500,call,09/20/2019,08/15/2019,47.5,0,36.35,36.65,0,0,0,0.4015,0,0.9,0.9997,0,-0.7932,0.0002,ABT190920C00047500
ABT,83.94,*,ABT190920P00047500,put,09/20/2019,08/15/2019,47.5,0.02,0,0.04,0,139,139,0.5441,0,0.7637,-0.0003,0.0001,-0.0734,0.0263,ABT190920P00047500
ABT,83.94,*,ABT190920C00050000,call,09/20/2019,08/15/2019,50,34.91,33.85,34.15,0,0,0,0.4015,0,0.8219,0.9996,0,-0.8529,0.0014,ABT190920C00050000
ABT,83.94,*,ABT190920P00050000,put,09/20/2019,08/15/2019,50,0.04,0,0.03,0,26,26,0.5441,0,0.6771,-0.0008,0.0002,-0.1997,0.0716,ABT190920P00050000
ABT,83.94,*,ABT190920C00055000,call,09/20/2019,08/15/2019,55,30.85,28.9,29.2,0,0,0,0.4015,0,0.7181,0.9994,0.0001,-1.0181,0.026,ABT190920C00055000
ABT,83.94,*,ABT190920P00055000,put,09/20/2019,08/15/2019,55,0.04,0.03,0.04,25,1823,1848,0.5732,0.5631,0.5834,-0.0067,0.0013,-1.4469,0.4927,ABT190920P00055000
ABT,83.94,*,ABT190920C00060000,call,09/20/2019,08/15/2019,60,28.55,23.9,24.3,0,6,6,0.4015,0,0.6378,0.9968,0.0008,-1.5463,0.2276,ABT190920C00060000
ABT,83.94,*,ABT190920P00060000,put,09/20/2019,08/15/2019,60,0.09,0.08,0.13,0,782,782,0.5441,0.5233,0.5649,-0.0188,0.0032,-3.338,1.1995,ABT190920P00060000
ABT,83.94,*,ABT190920C00065000,call,09/20/2019,08/15/2019,65,21.3,18.95,19.4,0,31,31,0.4015,0,0.543,0.9829,0.004,-3.4258,1.0903,ABT190920C00065000
ABT,83.94,*,ABT190920P00065000,put,09/20/2019,08/15/2019,65,0.16,0.13,0.16,0,659,659,0.4567,0.4482,0.4653,-0.0298,0.0057,-4.114,1.766,ABT190920P00065000
ABT,83.94,*,ABT190920C00067500,call,09/20/2019,08/15/2019,67.5,16.45,16.55,17,0,10,10,0.4015,0,0.5073,0.9655,0.0072,-5.2961,1.9791,ABT190920C00067500
ABT,83.94,*,ABT190920P00067500,put,09/20/2019,08/15/2019,67.5,0.2,0.19,0.21,0,517,517,0.4255,0.4212,0.4298,-0.0421,0.0081,-5.0799,2.3448,ABT190920P00067500
ABT,83.94,*,ABT190920C00070000,call,09/20/2019,08/15/2019,70,16.5,14.2,14.6,0,39,39,0.4015,0.339,0.4641,0.9368,0.0118,-7.8862,3.2246,ABT190920C00070000
ABT,83.94,*,ABT190920P00070000,put,09/20/2019,08/15/2019,70,0.15,0.26,0.32,0,730,730,0.398,0.3885,0.4075,-0.0613,0.0117,-6.3973,3.1639,ABT190920P00070000
ABT,83.94,*,ABT190920C00072500,call,09/20/2019,08/15/2019,72.5,12.72,11.8,12.2,0,62,62,0.3672,0.3186,0.4157,0.9121,0.0166,-9.0905,4.1532,ABT190920C00072500
ABT,83.94,*,ABT190920P00072500,put,09/20/2019,08/15/2019,72.5,0.44,0.36,0.4,1,1188,1189,0.3609,0.3559,0.3658,-0.0841,0.0164,-7.3697,4.0318,ABT190920P00072500
ABT,83.94,*,ABT190920C00075000,call,09/20/2019,08/15/2019,75,11.55,9.5,9.8,0,362,362,0.3345,0.3066,0.3624,0.8751,0.0235,-10.4725,5.363,ABT190920C00075000
ABT,83.94,*,ABT190920P00075000,put,09/20/2019,08/15/2019,75,0.64,0.53,0.57,3,1566,1568,0.3317,0.3279,0.3354,-0.1228,0.0235,-8.8817,5.3084,ABT190920P00075000
ABT,83.94,*,ABT190920C00077500,call,09/20/2019,08/15/2019,77.5,7.65,7.3,7.5,10,532,532,0.3037,0.2892,0.3183,0.8188,0.0332,-11.9462,6.8721,ABT190920C00077500
ABT,83.94,*,ABT190920P00077500,put,09/20/2019,08/15/2019,77.5,0.82,0.81,0.85,20,985,993,0.3059,0.303,0.3088,-0.1824,0.0331,-10.5993,6.9089,ABT190920P00077500
ABT,83.94,*,ABT190920C00080000,call,09/20/2019,08/15/2019,80,5.5,5.25,5.4,0,3159,3159,0.2779,0.2692,0.2866,0.7325,0.0453,-13.4012,8.5888,ABT190920C00080000
ABT,83.94,*,ABT190920P00080000,put,09/20/2019,08/15/2019,80,1.23,1.25,1.3,8,1890,1898,0.2824,0.2795,0.2853,-0.27,0.0448,-12.1237,8.6339,ABT190920P00080000
ABT,83.94,*,ABT190920C00082500,call,09/20/2019,08/15/2019,82.5,3.8,3.45,3.6,11,1788,1798,0.2571,0.2496,0.2646,0.61,0.0571,-14.2146,10.0155,ABT190920C00082500
ABT,83.94,*,ABT190920P00082500,put,09/20/2019,08/15/2019,82.5,1.92,1.94,2.01,73,2541,2540,0.2616,0.2581,0.2651,-0.391,0.0562,-12.8622,10.025,ABT190920P00082500
ABT,83.94,*,ABT190920C00085000,call,09/20/2019,08/15/2019,85,2.28,2.05,2.13,195,4726,4765,0.2402,0.2363,0.244,0.4579,0.0632,-13.5497,10.3578,ABT190920C00085000
ABT,83.94,*,ABT190920P00085000,put,09/20/2019,08/15/2019,85,2.92,2.99,3.1,142,3582,3628,0.2455,0.2403,0.2508,-0.5402,0.0619,-12.1877,10.3619,ABT190920P00085000
ABT,83.94,*,ABT190920C00087500,call,09/20/2019,08/15/2019,87.5,1.1,1.04,1.09,218,13775,13847,0.2249,0.2222,0.2277,0.2974,0.0589,-10.9648,9.0424,ABT190920C00087500
ABT,83.94,*,ABT190920P00087500,put,09/20/2019,08/15/2019,87.5,4.75,4.45,4.55,15,2002,2007,0.2293,0.2238,0.2348,-0.6983,0.0582,-9.5317,9.0976,ABT190920P00087500
ABT,83.94,*,ABT190920C00090000,call,09/20/2019,08/15/2019,90,0.44,0.44,0.48,198,5153,5193,0.2133,0.2102,0.2165,0.1613,0.0439,-7.2903,6.3879,ABT190920C00090000
ABT,83.94,*,ABT190920P00090000,put,09/20/2019,08/15/2019,90,4.63,6.3,6.55,0,250,250,0.2242,0.2056,0.2429,-0.8255,0.0439,-6.2779,6.7119,ABT190920P00090000
ABT,83.94,*,ABT190920C00092500,call,09/20/2019,08/15/2019,92.5,0.18,0.15,0.17,72,7577,7515,0.203,0.2002,0.2058,0.0699,0.0253,-3.7843,3.5039,ABT190920C00092500
ABT,83.94,*,ABT190920P00092500,put,09/20/2019,08/15/2019,92.5,0,8.5,8.85,0,67,67,0.2292,0.1897,0.2687,-0.9028,0.0286,-3.6267,4.4759,ABT190920P00092500
ABT,83.94,*,ABT190920C00095000,call,09/20/2019,08/15/2019,95,0.08,0.05,0.06,0,399,399,0.2014,0.1985,0.2044,0.0278,0.0121,-1.7795,1.6683,ABT190920C00095000
ABT,83.94,*,ABT190920P00095000,put,09/20/2019,08/15/2019,95,10.84,10.95,11.25,0,0,0,0.2553,0.211,0.2997,-0.9322,0.0196,-2.7179,3.4077,ABT190920P00095000
ABT,83.94,*,ABT190920C00097500,call,09/20/2019,08/15/2019,97.5,0.07,0,0.05,0,138,138,0.2014,0,0.2331,0.0099,0.005,-0.7361,0.6925,ABT190920C00097500
ABT,83.94,*,ABT190920P00097500,put,09/20/2019,08/15/2019,97.5,0,13.45,13.75,0,0,0,0.2982,0.2503,0.3461,-0.9388,0.0155,-3.0017,3.146,ABT190920P00097500
ABT,83.94,*,ABT190920C00100000,call,09/20/2019,08/15/2019,100,0,0,0.04,0,145,145,0.2014,0,0.2579,0.0031,0.0018,-0.2641,0.2491,ABT190920C00100000
ABT,83.94,*,ABT190920P00100000,put,09/20/2019,08/15/2019,100,0,15.95,16.25,0,0,0,0.3392,0.2882,0.3902,-0.9436,0.0128,-3.2605,2.9507,ABT190920P00100000
ABT,83.94,*,ABT190920C00105000,call,09/20/2019,08/15/2019,105,0,0,0.02,0,0,0,0.2014,0,0.2915,0.0002,0.0002,-0.0232,0.0219,ABT190920C00105000
ABT,83.94,*,ABT190920P00105000,put,09/20/2019,08/15/2019,105,0,20.95,21.25,0,0,0,0.4167,0.3607,0.4727,-0.9499,0.0094,-3.7377,2.6818,ABT190920P00105000
ABT,83.94,*,ABT190920C00110000,call,09/20/2019,08/15/2019,110,0,0,0.02,0,0,0,0.2014,0,0.344,0,0,-0.0013,0.0012,ABT190920C00110000
ABT,83.94,*,ABT190920P00110000,put,09/20/2019,08/15/2019,110,0,25.95,26.25,0,0,0,0.4891,0.4293,0.5489,-0.954,0.0075,-4.1713,2.5045,ABT190920P00110000
ABT,83.94,*,ABT190920C00115000,call,09/20/2019,08/15/2019,115,0,0,0.02,0,0,0,0.2014,0,0.3932,0,0,0,0,ABT190920C00115000
ABT,83.94,*,ABT190920P00115000,put,09/20/2019,08/15/2019,115,0,30.95,31.25,0,0,0,0.5575,0.4946,0.6203,-0.9567,0.0063,-4.5875,2.3832,ABT190920P00115000
ABT,83.94,*,ABT190920C00120000,call,09/20/2019,08/15/2019,120,0,0,0.02,0,0,0,0.2014,0,0.4395,0,0,0,0,ABT190920C00120000
ABT,83.94,*,ABT190920P00120000,put,09/20/2019,08/15/2019,120,0,35.95,36.25,0,0,0,0.6222,0.5569,0.6875,-0.9587,0.0054,-4.9778,2.2936,ABT190920P00120000
ABT,83.94,*,ABT190927C00060000,call,09/27/2019,08/15/2019,60,0,23.95,24.35,0,0,0,0.3697,0,0.596,0.9966,0.0009,-1.4871,0.2616,ABT190927C00060000
ABT,83.94,*,ABT190927P00060000,put,09/27/2019,08/15/2019,60,0,0,0.25,0,0,0,0.4272,0,0.5808,-0.0083,0.0019,-1.1755,0.6461,ABT190927P00060000
ABT,83.94,*,ABT190927C00065000,call,09/27/2019,08/15/2019,65,0,19.05,19.5,0,0,0,0.3697,0,0.5211,0.9822,0.0041,-3.1138,1.2259,ABT190927C00065000
ABT,83.94,*,ABT190927P00065000,put,09/27/2019,08/15/2019,65,0,0.05,0.36,0,0,0,0.4272,0.3527,0.5017,-0.0324,0.0059,-3.765,2.0751,ABT190927P00065000
ABT,83.94,*,ABT190927C00070000,call,09/27/2019,08/15/2019,70,0,14.2,14.7,0,0,0,0.3697,0.299,0.4404,0.9358,0.0118,-6.8883,3.5732,ABT190927C00070000
ABT,83.94,*,ABT190927P00070000,put,09/27/2019,08/15/2019,70,0,0.3,0.54,0,0,0,0.3966,0.3673,0.4258,-0.0765,0.0127,-6.8893,4.1078,ABT190927P00070000
ABT,83.94,*,ABT190927C00075000,call,09/27/2019,08/15/2019,75,0,9.6,10.05,0,0,0,0.3296,0.2942,0.365,0.8594,0.0236,-10.2203,6.3662,ABT190927C00075000
ABT,83.94,*,ABT190927P00075000,put,09/27/2019,08/15/2019,75,0.75,0.63,0.69,50,1,51,0.322,0.3171,0.3268,-0.1351,0.0236,-8.3844,6.2094,ABT190927P00075000
ABT,83.94,*,ABT190927C00077500,call,09/27/2019,08/15/2019,77.5,0,7.45,7.85,0,0,0,0.3068,0.2814,0.3321,0.7986,0.032,-11.7401,8.0258,ABT190927C00077500
ABT,83.94,*,ABT190927P00077500,put,09/27/2019,08/15/2019,77.5,0.52,0.91,1.03,0,10,10,0.2984,0.2907,0.306,-0.1952,0.0323,-9.8047,7.8863,ABT190927P00077500
ABT,83.94,*,ABT190927C00078000,call,09/27/2019,08/15/2019,78,7.86,7.05,7.4,0,2,2,0.3013,0.2801,0.3226,0.7845,0.0339,-11.9627,8.3539,ABT190927C00078000
ABT,83.94,*,ABT190927P00078000,put,09/27/2019,08/15/2019,78,1.06,1.03,1.08,123,16,123,0.2946,0.2915,0.2976,-0.2106,0.0343,-10.1113,8.2506,ABT190927P00078000
ABT,83.94,*,ABT190927C00078500,call,09/27/2019,08/15/2019,78.5,0,6.65,7.05,0,0,0,0.3011,0.2784,0.3237,0.766,0.0356,-12.4542,8.7547,ABT190927C00078500
ABT,83.94,*,ABT190927P00078500,put,09/27/2019,08/15/2019,78.5,0,1.08,1.22,0,0,0,0.2911,0.2829,0.2992,-0.2271,0.0362,-10.4175,8.617,ABT190927P00078500
ABT,83.94,*,ABT190927C00079000,call,09/27/2019,08/15/2019,79,0,6.2,6.65,0,0,0,0.2938,0.2691,0.3185,0.751,0.0377,-12.5439,9.0545,ABT190927C00079000
ABT,83.94,*,ABT190927P00079000,put,09/27/2019,08/15/2019,79,0,1.14,1.41,0,0,0,0.29,0.275,0.305,-0.2462,0.038,-10.8312,9.0077,ABT190927P00079000
ABT,83.94,*,ABT190927C00079500,call,09/27/2019,08/15/2019,79.5,0,5.85,6.25,0,0,0,0.2915,0.2703,0.3127,0.732,0.0395,-12.8759,9.4079,ABT190927C00079500
ABT,83.94,*,ABT190927P00079500,put,09/27/2019,08/15/2019,79.5,1.12,1.27,1.39,0,15,15,0.2806,0.2741,0.287,-0.261,0.0405,-10.7804,9.2885,ABT190927P00079500
ABT,83.94,*,ABT190927C00080000,call,09/27/2019,08/15/2019,80,0,5.45,5.8,0,0,0,0.283,0.265,0.3011,0.7155,0.0419,-12.8563,9.6884,ABT190927C00080000
ABT,83.94,*,ABT190927P00080000,put,09/27/2019,08/15/2019,80,1.59,1.43,1.48,25,0,25,0.2778,0.2752,0.2804,-0.2811,0.0425,-11.0525,9.6391,ABT190927P00080000
ABT,83.94,*,ABT190927C00080500,call,09/27/2019,08/15/2019,80.5,0,5.05,5.4,0,0,0,0.2765,0.2589,0.294,0.6966,0.0442,-12.9131,9.9821,ABT190927C00080500
ABT,83.94,*,ABT190927P00080500,put,09/27/2019,08/15/2019,80.5,0,1.49,1.72,0,0,0,0.2765,0.2649,0.288,-0.303,0.0442,-11.3682,9.9821,ABT190927P00080500
ABT,83.94,*,ABT190927C00081000,call,09/27/2019,08/15/2019,81,0,4.7,5.05,0,0,0,0.274,0.257,0.291,0.6744,0.0459,-13.1398,10.2888,ABT190927C00081000
ABT,83.94,*,ABT190927P00081000,put,09/27/2019,08/15/2019,81,1.59,1.68,1.74,46,0,46,0.2698,0.2669,0.2727,-0.3232,0.0465,-11.3708,10.2625,ABT190927P00081000
ABT,83.94,*,ABT190927C00081500,call,09/27/2019,08/15/2019,81.5,0,4.4,4.65,0,0,0,0.2706,0.2588,0.2824,0.6517,0.0478,-13.2793,10.5624,ABT190927C00081500
ABT,83.94,*,ABT190927P00081500,put,09/27/2019,08/15/2019,81.5,0,1.71,1.96,0,0,0,0.2642,0.2523,0.276,-0.3452,0.0488,-11.3915,10.5323,ABT190927P00081500
ABT,83.94,*,ABT190927C00082000,call,09/27/2019,08/15/2019,82,0,4,4.35,0,0,0,0.2661,0.2499,0.2823,0.6283,0.0497,-13.3193,10.8021,ABT190927C00082000
ABT,83.94,*,ABT190927P00082000,put,09/27/2019,08/15/2019,82,0,1.86,2.11,0,0,0,0.2599,0.2483,0.2715,-0.3691,0.0508,-11.4335,10.7818,ABT190927P00082000
ABT,83.94,*,ABT190927C00082500,call,09/27/2019,08/15/2019,82.5,0,3.7,4.05,0,0,0,0.2652,0.2493,0.2811,0.603,0.0508,-13.4875,11.0161,ABT190927C00082500
ABT,83.94,*,ABT190927P00082500,put,09/27/2019,08/15/2019,82.5,0,2,2.29,0,0,0,0.2556,0.2424,0.2688,-0.3941,0.0526,-11.4265,10.9971,ABT190927P00082500
ABT,83.94,*,ABT190927C00083000,call,09/27/2019,08/15/2019,83,0,3.4,3.75,0,0,0,0.2631,0.2474,0.2787,0.5773,0.052,-13.5431,11.1837,ABT190927C00083000
ABT,83.94,*,ABT190927P00083000,put,09/27/2019,08/15/2019,83,2.3,2.19,2.46,10,0,10,0.252,0.2399,0.2641,-0.4204,0.0543,-11.4001,11.1732,ABT190927P00083000
ABT,83.94,*,ABT190927C00083500,call,09/27/2019,08/15/2019,83.5,0,3.1,3.45,0,0,0,0.2599,0.2444,0.2754,0.5511,0.0532,-13.4891,11.3052,ABT190927C00083500
ABT,83.94,*,ABT190927P00083500,put,09/27/2019,08/15/2019,83.5,2.3,2.42,2.62,0,1,1,0.2487,0.2398,0.2575,-0.4477,0.0556,-11.3307,11.3024,ABT190927P00083500
ABT,83.94,*,ABT190927C00084000,call,09/27/2019,08/15/2019,84,3.1,2.82,3.15,1,0,1,0.2564,0.2419,0.2709,0.5242,0.0543,-13.3623,11.3784,ABT190927C00084000
ABT,83.94,*,ABT190927P00084000,put,09/27/2019,08/15/2019,84,2.55,2.73,2.8,44,2,46,0.2484,0.2453,0.2515,-0.4757,0.0561,-11.3469,11.3789,ABT190927P00084000
ABT,83.94,*,ABT190927C00084500,call,09/27/2019,08/15/2019,84.5,2.74,2.55,2.64,1,0,1,0.2431,0.2391,0.247,0.4951,0.0574,-12.693,11.3989,ABT190927C00084500
ABT,83.94,*,ABT190927P00084500,put,09/27/2019,08/15/2019,84.5,2.76,2.95,3.05,22,46,62,0.2461,0.2418,0.2505,-0.504,0.0567,-11.204,11.3991,ABT190927P00084500
ABT,83.94,*,ABT190927C00085000,call,09/27/2019,08/15/2019,85,3.06,2.29,2.62,0,10,10,0.2504,0.2359,0.2649,0.4687,0.0555,-12.9752,11.365,ABT190927C00085000
ABT,83.94,*,ABT190927P00085000,put,09/27/2019,08/15/2019,85,3.07,3.1,3.35,15,18,18,0.2417,0.2308,0.2527,-0.5332,0.0575,-10.8939,11.3596,ABT190927P00085000
ABT,83.94,*,ABT190927C00085500,call,09/27/2019,08/15/2019,85.5,2.33,2.06,2.13,4,1,5,0.2371,0.234,0.2402,0.4363,0.0581,-12.1669,11.2551,ABT190927C00085500
ABT,83.94,*,ABT190927P00085500,put,09/27/2019,08/15/2019,85.5,2.56,3.4,3.6,0,1,1,0.2405,0.2316,0.2493,-0.5619,0.0573,-10.68,11.2612,ABT190927P00085500
ABT,83.94,*,ABT190927C00086000,call,09/27/2019,08/15/2019,86,2.87,1.82,2.05,0,10,10,0.2403,0.2299,0.2506,0.4097,0.0566,-12.1297,11.1076,ABT190927C00086000
ABT,83.94,*,ABT190927P00086000,put,09/27/2019,08/15/2019,86,0,3.6,3.85,0,0,0,0.2334,0.2221,0.2447,-0.5934,0.0581,-10.1007,11.0841,ABT190927P00086000
ABT,83.94,*,ABT190927C00086500,call,09/27/2019,08/15/2019,86.5,1.74,1.62,1.68,1,49,50,0.2308,0.228,0.2336,0.3765,0.0575,-11.3713,10.8504,ABT190927C00086500
ABT,83.94,*,ABT190927P00086500,put,09/27/2019,08/15/2019,86.5,0,3.85,4.15,0,0,0,0.2294,0.2157,0.2432,-0.624,0.0578,-9.6142,10.8422,ABT190927P00086500
ABT,83.94,*,ABT190927C00087000,call,09/27/2019,08/15/2019,87,1.59,1.42,1.47,0,22,22,0.2271,0.2248,0.2295,0.3462,0.0568,-10.8531,10.5434,ABT190927C00087000
ABT,83.94,*,ABT190927P00087000,put,09/27/2019,08/15/2019,87,2.95,4.2,4.45,0,2,2,0.2287,0.2168,0.2405,-0.6522,0.0565,-9.2471,10.5571,ABT190927P00087000
ABT,83.94,*,ABT190927C00087500,call,09/27/2019,08/15/2019,87.5,1.36,1.19,1.41,1,6,6,0.2278,0.2171,0.2386,0.3199,0.0549,-10.5269,10.2191,ABT190927C00087500
ABT,83.94,*,ABT190927P00087500,put,09/27/2019,08/15/2019,87.5,4.5,4.5,4.8,2,5,5,0.2266,0.2119,0.2413,-0.6807,0.0551,-8.7538,10.2053,ABT190927P00087500
ABT,83.94,*,ABT190927C00088000,call,09/27/2019,08/15/2019,88,1.62,1.07,1.12,0,20,20,0.2213,0.2188,0.2239,0.2879,0.0539,-9.7453,9.7498,ABT190927C00088000
ABT,83.94,*,ABT190927P00088000,put,09/27/2019,08/15/2019,88,2.95,4.85,5.2,0,1,1,0.228,0.2103,0.2458,-0.7053,0.0529,-8.418,9.8504,ABT190927P00088000
ABT,83.94,*,ABT190927C00088500,call,09/27/2019,08/15/2019,88.5,1.14,0.92,1.08,0,3,3,0.2247,0.2162,0.2331,0.2663,0.0511,-9.5021,9.3852,ABT190927C00088500
ABT,83.94,*,ABT190927P00088500,put,09/27/2019,08/15/2019,88.5,0,5.2,5.55,0,0,0,0.2258,0.2072,0.2444,-0.7321,0.051,-7.8394,9.4052,ABT190927P00088500
ABT,83.94,*,ABT190927C00089000,call,09/27/2019,08/15/2019,89,1.05,0.72,0.93,16,21,35,0.2177,0.2055,0.23,0.235,0.0494,-8.6073,8.7836,ABT190927C00089000
ABT,83.94,*,ABT190927P00089000,put,09/27/2019,08/15/2019,89,0,5.6,5.85,0,0,0,0.2221,0.208,0.2362,-0.7597,0.0489,-7.1367,8.8832,ABT190927P00089000
ABT,83.94,*,ABT190927C00089500,call,09/27/2019,08/15/2019,89.5,1.15,0.66,0.82,0,1,1,0.2194,0.2098,0.229,0.2144,0.0465,-8.2188,8.3381,ABT190927C00089500
ABT,83.94,*,ABT190927P00089500,put,09/27/2019,08/15/2019,89.5,0,5.95,6.2,0,0,0,0.2165,0.2014,0.2317,-0.7885,0.0467,-6.287,8.2615,ABT190927P00089500
ABT,83.94,*,ABT190927C00090000,call,09/27/2019,08/15/2019,90,0.68,0.59,0.62,11,13,23,0.2139,0.212,0.2159,0.1868,0.0439,-7.3671,7.6744,ABT190927C00090000
